subject_code,year,session,paper_number,variant,question_number,label,point_number,description,marks,type
9702,2024,November,1,3,16,NULL,1,Correct Option: A,1,B
9702,2024,November,1,3,17,NULL,1,Correct Option: D,1,B
9702,2024,November,1,3,18,NULL,1,Correct Option: C,1,B
9702,2024,November,1,3,19,NULL,1,Correct Option: C,1,B
9702,2024,November,1,3,20,NULL,1,Correct Option: A,1,B
9702,2024,November,1,3,21,NULL,1,Correct Option: A,1,B
9702,2024,November,1,3,22,NULL,1,Correct Option: D,1,B
9702,2024,November,1,3,23,NULL,1,Correct Option: B,1,B
9702,2024,November,1,3,24,NULL,1,Correct Option: D,1,B
9702,2024,November,1,3,25,NULL,1,Correct Option: C,1,B
9702,2024,November,1,3,26,NULL,1,Correct Option: C,1,B
9702,2024,November,1,3,27,NULL,1,Correct Option: C,1,B
9702,2024,November,1,3,28,NULL,1,Correct Option: A,1,B
9702,2024,November,1,3,29,NULL,1,Correct Option: C,1,B
9702,2024,November,1,3,30,NULL,1,Correct Option: B,1,B
9702,2024,November,1,3,31,NULL,1,Correct Option: A,1,B
9702,2024,November,1,3,32,NULL,1,Correct Option: A,1,B
9702,2024,November,1,3,33,NULL,1,Correct Option: A,1,B
9702,2024,November,1,3,34,NULL,1,Correct Option: B,1,B
9702,2024,November,1,3,35,NULL,1,Correct Option: B,1,B
9702,2024,November,1,3,36,NULL,1,Correct Option: D,1,B
9702,2024,November,1,3,37,NULL,1,Correct Option: C,1,B
9702,2024,November,1,3,38,NULL,1,Correct Option: B,1,B
9702,2024,November,1,3,39,NULL,1,Correct Option: A,1,B
9702,2024,November,1,3,40,NULL,1,Correct Option: D,1,B
9702,2024,November,4,3,1,a,1,force proportional to product of masses,1,B
9702,2024,November,4,3,1,a,2,force inversely proportional to square of separation,1,B
9702,2024,November,4,3,2,a,1,thermal energy per unit mass,1,B
9702,2024,November,4,3,2,a,2,energy per unit change in temperature,1,B
9702,2024,November,4,3,4,a,1,acceleration proportional to displacement,1,B
9702,2024,November,4,3,4,a,2,acceleration opposite to displacement,1,B
9702,2024,November,2,3,1,a,1,rate of change of velocity,1,B
9702,2024,November,2,3,2,a,1,total momentum constant,1,M1
9702,2024,November,2,3,2,a,2,for an isolated system,1,A1
9702,2024,November,2,3,3,a,1,sum of clockwise moments equals sum of anticlockwise moments about same point,1,B1
9702,2024,November,2,3,6,a,1,potential difference per unit current,1,B1
9702,2025,November,1,1,1,NULL,1,Correct Option: D,1,B
9702,2025,November,1,1,2,NULL,1,Correct Option: D,1,B
9702,2025,November,1,1,3,NULL,1,Correct Option: B,1,B
9702,2025,November,1,1,4,NULL,1,Correct Option: C,1,B
9702,2025,November,1,1,5,NULL,1,Correct Option: D,1,B
9702,2025,November,1,1,6,NULL,1,Correct Option: D,1,B
9702,2025,November,1,1,7,NULL,1,Correct Option: B,1,B
9702,2025,November,1,1,8,NULL,1,Correct Option: C,1,B
9702,2025,November,1,1,9,NULL,1,Correct Option: C,1,B
9702,2025,November,1,1,10,NULL,1,Correct Option: D,1,B
9702,2025,November,1,1,11,NULL,1,Correct Option: A,1,B
9702,2025,November,1,1,12,NULL,1,Correct Option: A,1,B
9702,2025,November,1,1,13,NULL,1,Correct Option: B,1,B
9702,2025,November,1,1,14,NULL,1,Correct Option: C,1,B
9702,2025,November,1,1,15,NULL,1,Correct Option: C,1,B
9702,2025,November,1,1,16,NULL,1,Correct Option: B,1,B
9702,2025,November,1,1,17,NULL,1,Correct Option: B,1,B
9702,2025,November,1,1,18,NULL,1,Correct Option: C,1,B
9702,2025,November,1,1,19,NULL,1,Correct Option: A,1,B
9702,2025,November,1,1,20,NULL,1,Correct Option: A,1,B
9702,2025,November,1,1,21,NULL,1,Correct Option: D,1,B
9702,2025,November,1,1,22,NULL,1,Correct Option: B,1,B
9702,2025,November,1,1,23,NULL,1,Correct Option: C,1,B
9702,2025,November,1,1,24,NULL,1,Correct Option: A,1,B
9702,2025,November,1,1,25,NULL,1,Correct Option: B,1,B
9702,2025,November,1,1,26,NULL,1,Correct Option: B,1,B
9702,2025,November,1,1,27,NULL,1,Correct Option: D,1,B
9702,2025,November,1,1,28,NULL,1,Correct Option: C,1,B
9702,2025,November,1,1,29,NULL,1,Correct Option: D,1,B
9702,2025,November,1,1,30,NULL,1,Correct Option: A,1,B
9702,2025,November,1,1,31,NULL,1,Correct Option: D,1,B
9702,2025,November,1,1,32,NULL,1,Correct Option: C,1,B
9702,2025,November,1,1,33,NULL,1,Correct Option: A,1,B
9702,2025,November,1,1,34,NULL,1,Correct Option: A,1,B
9702,2025,November,1,1,35,NULL,1,Correct Option: D,1,B
9702,2025,November,1,1,36,NULL,1,Correct Option: D,1,B
9702,2025,November,1,1,37,NULL,1,Correct Option: C,1,B
9702,2025,November,1,1,38,NULL,1,Correct Option: A,1,B
9702,2025,November,1,1,39,NULL,1,Correct Option: A,1,B
9702,2025,November,1,1,40,NULL,1,Correct Option: B,1,B
9702,2025,November,1,3,1,NULL,1,Correct Option: D,1,B
9702,2025,November,1,3,2,NULL,1,Correct Option: D,1,B
9702,2025,November,1,3,3,NULL,1,Correct Option: B,1,B
9702,2025,November,1,3,4,NULL,1,Correct Option: C,1,B
9702,2025,November,1,3,5,NULL,1,Correct Option: D,1,B
9702,2025,November,1,3,6,NULL,1,Correct Option: D,1,B
9702,2025,November,1,3,7,NULL,1,Correct Option: B,1,B
9702,2025,November,1,3,8,NULL,1,Correct Option: C,1,B
9702,2025,November,1,3,9,NULL,1,Correct Option: C,1,B
9702,2025,November,1,3,10,NULL,1,Correct Option: D,1,B
9702,2025,November,1,3,11,NULL,1,Correct Option: A,1,B
9702,2025,November,1,3,12,NULL,1,Correct Option: A,1,B
9702,2025,November,1,3,13,NULL,1,Correct Option: B,1,B
9702,2025,November,1,3,14,NULL,1,Correct Option: C,1,B
9702,2025,November,1,3,15,NULL,1,Correct Option: C,1,B
9702,2025,November,1,3,16,NULL,1,Correct Option: B,1,B
9702,2025,November,1,3,17,NULL,1,Correct Option: B,1,B
9702,2025,November,1,3,18,NULL,1,Correct Option: C,1,B
9702,2025,November,1,3,19,NULL,1,Correct Option: A,1,B
9702,2025,November,1,3,20,NULL,1,Correct Option: A,1,B
9702,2025,November,1,3,21,NULL,1,Correct Option: D,1,B
9702,2025,November,1,3,22,NULL,1,Correct Option: B,1,B
9702,2025,November,1,3,23,NULL,1,Correct Option: C,1,B
9702,2025,November,1,3,24,NULL,1,Correct Option: A,1,B
9702,2025,November,1,3,25,NULL,1,Correct Option: B,1,B
9702,2025,November,1,3,26,NULL,1,Correct Option: B,1,B
9702,2025,November,1,3,27,NULL,1,Correct Option: D,1,B
9702,2025,November,1,3,28,NULL,1,Correct Option: C,1,B
9702,2025,November,1,3,29,NULL,1,Correct Option: D,1,B
9702,2025,November,1,3,30,NULL,1,Correct Option: A,1,B
9702,2025,November,1,3,31,NULL,1,Correct Option: D,1,B
9702,2025,November,1,3,32,NULL,1,Correct Option: C,1,B
9702,2025,November,1,3,33,NULL,1,Correct Option: A,1,B
9702,2025,November,1,3,34,NULL,1,Correct Option: A,1,B
9702,2025,November,1,3,35,NULL,1,Correct Option: D,1,B
9702,2025,November,1,3,36,NULL,1,Correct Option: D,1,B
9702,2025,November,1,3,37,NULL,1,Correct Option: C,1,B
9702,2025,November,1,3,38,NULL,1,Correct Option: A,1,B
9702,2025,November,1,3,39,NULL,1,Correct Option: A,1,B
9702,2025,November,1,3,40,NULL,1,Correct Option: B,1,B
9702,2025,June,1,3,1,NULL,1,A,1,B
9702,2025,June,1,3,2,NULL,1,C,1,B
9702,2025,June,1,3,3,NULL,1,C,1,B
9702,2025,June,1,3,4,NULL,1,B,1,B
9702,2025,June,1,3,5,NULL,1,B,1,B
9702,2025,June,1,3,6,NULL,1,A,1,B
9702,2025,June,1,3,7,NULL,1,A,1,B
9702,2025,June,1,3,8,NULL,1,B,1,B
9702,2025,June,1,3,9,NULL,1,B,1,B
9702,2025,June,1,3,10,NULL,1,B,1,B
9702,2025,June,1,3,11,NULL,1,C,1,B
9702,2025,June,1,3,12,NULL,1,D,1,B
9702,2025,June,1,3,13,NULL,1,D,1,B
9702,2025,June,1,3,14,NULL,1,C,1,B
9702,2025,June,1,3,15,NULL,1,D,1,B
9702,2025,June,1,3,16,NULL,1,B,1,B
9702,2025,June,1,3,17,NULL,1,B,1,B
9702,2025,June,1,3,18,NULL,1,D,1,B
9702,2025,June,1,3,19,NULL,1,C,1,B
9702,2025,June,1,3,20,NULL,1,D,1,B
9702,2025,June,1,3,21,NULL,1,D,1,B
9702,2025,June,1,3,22,NULL,1,A,1,B
9702,2025,June,1,3,23,NULL,1,D,1,B
9702,2025,June,1,3,24,NULL,1,D,1,B
9702,2025,June,1,3,25,NULL,1,C,1,B
9702,2025,June,1,3,26,NULL,1,B,1,B
9702,2025,June,1,3,27,NULL,1,C,1,B
9702,2025,June,1,3,28,NULL,1,B,1,B
9702,2025,June,1,3,29,NULL,1,A,1,B
9702,2025,June,1,3,30,NULL,1,D,1,B
9702,2025,June,1,3,31,NULL,1,A,1,B
9702,2025,June,1,3,32,NULL,1,C,1,B
9702,2025,June,1,3,33,NULL,1,C,1,B
9702,2025,June,1,3,34,NULL,1,D,1,B
9702,2025,June,1,3,35,NULL,1,C,1,B
9702,2025,June,1,3,36,NULL,1,C,1,B
9702,2025,June,1,3,37,NULL,1,A,1,B
9702,2025,June,1,3,38,NULL,1,D,1,B
9702,2025,June,1,3,39,NULL,1,A,1,B
9702,2025,June,1,3,40,NULL,1,A,1,B
9702,2025,June,2,3,1,a,1,Rate of change of displacement,1,B
9702,2025,June,2,3,1,b,1,For object A: s = ut + 1/2at^2 so 10 = 1/2 * 9.81 * t^2,1,C
9702,2025,June,2,3,1,b,2,t = 1.4,1,C
9702,2025,June,2,3,1,b,3,h = 5.7 m,1,A
9702,2025,June,2,3,1,c(i),1,time taken (to reach the ground is) same,1,B
9702,2025,June,2,3,1,c(i),2,The initial vertical (component of the) velocity is the same (as in part (1b)),1,B
9702,2025,June,2,3,1,c(ii),1,The (total) initial energy is greater (than in part (1b)),1,B
9702,2025,June,2,3,1,c(ii),2,"change in gravitational potential energy is same, so speed is greater",1,B
9702,2025,June,2,3,2,a,1,force × perpendicular distance (of line of action of force to / from the point),1,B
9702,2025,June,2,3,2,b(i),1,150 × 9.81 × 4.5 or 90 × 9.81 × 4.5 or 3.0 × 9.81 × m,1,C
9702,2025,June,2,3,2,b(i),2,(150 × 9.81 × 4.5) = (90 × 9.81 × 4.5) + (3.0 × 9.81 × m),1,C
9702,2025,June,2,3,2,b(i),3,m = 90 kg,1,A
9702,2025,June,2,3,2,b(ii),1,Young modulus = σ / ε or F / Aε or FL / Ax,1,C
9702,2025,June,2,3,2,b(ii),2,Area of wire = π × (1.8 × 10–3 / 2)^2 = 2.5 × 10–6,1,C
9702,2025,June,2,3,2,b(ii),3,Young modulus = 2.9 × 10^11 Pa,1,A
9702,2025,June,2,3,2,b(iii),1,Moment provided by B will decrease / moment due to wire will increase,1,B
9702,2025,June,2,3,2,b(iii),2,So force acting on wire will increase (Young’s modulus and area remain constant) and the strain will increase,1,B
9702,2025,June,2,3,3,a,1,W = Fd,1,B
9702,2025,June,2,3,3,a,2,P = Fd / t = Fv,1,B
9702,2025,June,2,3,3,b(i),1,(∆)E(P) = mg(∆)h,1,C
9702,2025,June,2,3,3,b(i),2,increase of gravitational potential energy of car in 1.0 s = 1500 × 9.81 × 30 × sin 6.0 = 46 000 J,1,A
9702,2025,June,2,3,3,b(ii),1,(Power to overcome total resistive forces) = 1600 × 30 = 48 000 W,1,C
9702,2025,June,2,3,3,b(ii),2,power = 48 000 + 46 000 = 9.4 × 10^4 W,1,A
9702,2025,June,2,3,3,c(i),1,"Air resistance is the same, as the speed is the same",1,B
9702,2025,June,2,3,3,c(ii),1,Mass / weight has increased so (power will) increase,1,B
9702,2025,June,2,3,4,a,1,sum / total momentum (of a system of bodies) is constant,1,M
9702,2025,June,2,3,4,a,2,for an isolated system / no (resultant) external force,1,A
9702,2025,June,2,3,4,b(i),1,p = mv or 4.0 × 6.0 or 2.0 × 3.0,1,C
9702,2025,June,2,3,4,b(i),2,v = 5.0 m s−1,1,A
9702,2025,June,2,3,4,b(ii),1,KE before = (0.5 × 4.0 × 6.0^2) + (0.5 × 2.0 × 3.0^2) = 81 J,1,C
9702,2025,June,2,3,4,b(ii),2,percentage transferred = [(81 – 75) / 81] × 100 = 7%,1,A
9702,2025,June,2,3,5,a,1,sound waves are longitudinal / not transverse,1,B
9702,2025,June,2,3,5,b(i),1,A periodic curve of at least one period with minimum 0 and maximum I0,1,B
9702,2025,June,2,3,5,b(i),2,Smooth continuous sin^2α curve,1,B
9702,2025,June,2,3,5,b(i),3,"Peaks at 90° and 270° and troughs at 0, 180° and 360°",1,B
9702,2025,June,2,3,5,b(ii),1,I ∝ A^2,1,C
9702,2025,June,2,3,5,b(ii),2,I = I0 cos^2 θ,1,C
9702,2025,June,2,3,5,b(ii),3,At α = 20° the angle between the planes of polarisation of light and filter is 70° (or 110°). I = I0 cos^2 70,1,C
9702,2025,June,2,3,5,b(ii),4,amplitude = 0.34 A0,1,A
9702,2025,June,2,3,6,a,1,wave passes (through) an aperture and spreads,1,B
9702,2025,June,2,3,6,b(i),1,v = fλ,1,C
9702,2025,June,2,3,6,b(i),2,f = 3.00 × 10^8 / 720 × 10^−9 = 4.2 × 10^14 Hz,1,A
9702,2025,June,2,3,6,b(ii),1,d = nλ / sin θ,1,C
9702,2025,June,2,3,6,b(ii),2,d = (2 × 720 × 10^−9) / sin 26,1,C
9702,2025,June,2,3,6,b(ii),3,number of lines per m = 1 / (3.3 × 10^−6) = 3.0 × 10^5 m^−1,1,A
9702,2025,June,2,3,6,b(iii),1,λ × 3 = 720 × 2,1,C
9702,2025,June,2,3,6,b(iii),2,λ = 480 nm,1,A
9702,2025,June,2,3,7,a,1,R = ρL / A,1,C
9702,2025,June,2,3,7,a,2,= (1.12 × 10^−6 × 1.5) / 2.45 × 10^−7,1,C
9702,2025,June,2,3,7,a,3,= 6.86 Ω,1,A
9702,2025,June,2,3,7,b(i),1,(A method where the) reading (on the galvanometer) is zero.,1,B
9702,2025,June,2,3,7,b(ii),1,e.m.f. / 1.2 = 64 / 150,1,C
9702,2025,June,2,3,7,b(ii),2,e.m.f. = (64 / 150) × 1.2 = 0.51 V,1,A
9702,2025,June,2,3,7,b(iii),1,(the internal resistance will cause a) drop in p.d. across the wire / the terminal p.d. is lower,1,B
9702,2025,June,2,3,7,b(iii),2,So the null point will move to the right,1,B
9702,2025,June,2,3,8,a,1,"3 correct quark flavours: anti-up, anti-down, anti-down",1,B
9702,2025,June,2,3,8,a,2,Charge on anti-up quark –2/3(e),1,B
9702,2025,June,2,3,8,a,3,Charge on anti-down quark (+)1/3(e),1,B
9702,2025,June,2,3,8,b,1,particle: (electron) neutrino,1,B
9702,2025,June,2,3,8,b,2,antiparticle: positron,1,B
9702,2025,June,4,3,1,a,1,work done per unit mass,1,B
9702,2025,June,4,3,1,a,2,work (done in) moving mass from infinity (to the point),1,B
9702,2025,June,4,3,1,b(i),1,evidence of addition of 3.4×10^6 to 1.7×10^6 or 6.8×10^6,1,C
9702,2025,June,4,3,1,b(i),2,GM×122/(5.1×10^6) or GM×122/(10.2×10^6),1,C
9702,2025,June,4,3,1,b(i),3,6.67×10^–11×M×122×[(5.1×10^6)^–1 – (10.2×10^6)^–1] = 5.1×10^8 leading to M=6.4×10^23 kg,1,A
9702,2025,June,4,3,1,b(ii),1,φ = –(6.67×10^–11×6.4×10^23)/(3.4×10^6),1,C
9702,2025,June,4,3,1,b(ii),2,φ = –1.3×10^7 J kg^–1,1,A
9702,2025,June,4,3,1,c(i),1,Mars takes (just under) 25 hours to rotate once on its axis,1,B
9702,2025,June,4,3,1,c(ii),1,orbit is equatorial or orbit is in same direction as direction of rotation of Mars,1,B
9702,2025,June,4,3,2,a,1,(electric) force is (directly) proportional to product of charges,1,B
9702,2025,June,4,3,2,a,2,force (between point charges) is inversely proportional to the square of their separation,1,B
9702,2025,June,4,3,2,b(i),1,charge = (+)2e,1,A
9702,2025,June,4,3,2,b(ii),1,F = 2×(1.60×10^–19)^2 / [4π×8.85×10^–12×(170×10^–12)^2] = 1.6×10^–8 N,1,A
9702,2025,June,4,3,2,c(i),1,F = mv^2/r,1,C
9702,2025,June,4,3,2,c(i),2,v = 1.7×10^6 m s^–1,1,A
9702,2025,June,4,3,2,c(ii),1,F = mrω^2 and ω = 2π/T,1,C
9702,2025,June,4,3,2,c(ii),2,T = 6.2×10^–16 s,1,A
9702,2025,June,4,3,2,d(i),1,E ∝ Q/r^2,1,C
9702,2025,June,4,3,2,d(i),2,ratio = [1.60×10^–19×(170×10^–12)^2] / [3.2×10^–19×(340×10^–12)^2] = 0.13,1,A
9702,2025,June,4,3,2,d(ii),1,resultant force slightly less (than 1.6×10^–8 N) so speed lower or resultant force slightly less (than 1.6×10^–8 N) so period greater,1,B
9702,2025,June,4,3,3,a,1,(thermal) energy per unit mass (to cause state change),1,B
9702,2025,June,4,3,3,a,2,(thermal) energy to change state at constant temperature,1,B
9702,2025,June,4,3,3,b,1,(for vaporisation): involves greater change in volume (of substance),1,B
9702,2025,June,4,3,3,b,2,more work has to be done by molecules (to separate) or greater increase in potential energy of molecules,1,M
9702,2025,June,4,3,3,b,3,"kinetic energy of molecules unchanged, so more thermal energy needed",1,A
9702,2025,June,4,3,3,c,1,Q = mc∆θ and Q = mL,1,C
9702,2025,June,4,3,3,c,2,∆θ for the water = 26.4 – 10.3,1,C
9702,2025,June,4,3,3,c,3,(37.0 × L) + (37.0 × 4.18 × 10.3) = (208 × 4.18 × 16.1),1,C
9702,2025,June,4,3,3,c,4,L = 335 J g^–1,1,A
9702,2025,June,4,3,4,a(i),1,sum of potential energy and kinetic energy,1,B
9702,2025,June,4,3,4,a(i),2,(total) energy of random motion of particles,1,B
9702,2025,June,4,3,4,a(ii),1,"potential energy (of molecules) (in an ideal gas) is zero, so the internal energy of the gas is equal to the total kinetic energy",1,B
9702,2025,June,4,3,4,a(ii),2,kinetic energy of molecules is proportional to (thermodynamic) temperature (so internal energy is proportional to (thermodynamic) temperature)),1,B
9702,2025,June,4,3,4,b,1,cooling work done = 0,1,B
9702,2025,June,4,3,4,b,2,compression increase in internal energy = +2U,1,B
9702,2025,June,4,3,4,b,3,cooling change in internal energy = –U,1,B
9702,2025,June,4,3,4,b,4,"both rows: thermal energy adds to work to give increase in internal energy in terms of U and/or W (compression: 2U – W, cooling: –U)",1,B
9702,2025,June,4,3,5,a(i),1,amplitude = 0.60 m,1,A
9702,2025,June,4,3,5,a(ii),1,oscillations are simple harmonic,1,B
9702,2025,June,4,3,5,b,1,mean / equilibrium position is at h = 1.4 m,1,B
9702,2025,June,4,3,5,b,2,total energy of oscillations = 9.0 J,1,B
9702,2025,June,4,3,5,b,3,angular frequency of oscillations = 1.2 rad s^–1 or period of oscillations = 5.1 s or frequency of oscillation = 0.19 Hz,1,B
9702,2025,June,4,3,5,c,1,U-shaped curve resting on h axis (with minimum at EP = 0),1,B
9702,2025,June,4,3,5,c,2,"curve from h = 0.8 m to h = 2.0 m, with minimum EP shown at h = 1.4 m",1,B
9702,2025,June,4,3,5,c,3,both end-points of curve shown at EP = 9.0 J,1,B
9702,2025,June,4,3,6,a(i),1,conversion from a.c. to d.c.,1,B
9702,2025,June,4,3,6,a(ii),1,smoothing,1,B
9702,2025,June,4,3,6,b(i),1,A = 12 V,1,A
9702,2025,June,4,3,6,b(i),2,B = 2π / (20 × 10^–3) = 310 rad s^–1,1,A
9702,2025,June,4,3,6,b(ii),1,full-wave (rectification),1,B
9702,2025,June,4,3,6,b(iii),1,"four diodes shown, with correct circuit symbols",1,B
9702,2025,June,4,3,6,b(iii),2,four diodes correctly connected to form a bridge rectifier,1,B
9702,2025,June,4,3,6,b(iv),1,V = V0 exp (–t / τ) or V = V0 exp (–t / RC) and τ = RC,1,C
9702,2025,June,4,3,6,b(iv),2,8.0 = 12 exp (– 7.3 × 10^–3 / τ),1,C
9702,2025,June,4,3,6,b(iv),3,τ = 0.018 s,1,A
9702,2025,June,4,3,6,c,1,time constant = RC,1,C
9702,2025,June,4,3,6,c,2,R = (0.018 / 570 × 10^–6) = 32 Ω,1,A
9702,2025,June,4,3,7,a,1,force per unit length,1,B
9702,2025,June,4,3,7,a,2,force per unit current (and length/current perpendicular to field),1,B
9702,2025,June,4,3,7,b(i),1,F = BQv,1,B
9702,2025,June,4,3,7,b(ii),1,arrow at Y pointing vertically upwards,1,B
9702,2025,June,4,3,7,b(iii),1,upwards deflection showing circular path,1,B
9702,2025,June,4,3,7,c(i),1,electric field applied vertically downwards,1,B
9702,2025,June,4,3,7,c(i),2,electric force on particle in opposite direction to magnetic force,1,B
9702,2025,June,4,3,7,c(i),3,particle undeflected when magnitudes of electric and magnetic forces are equal,1,B
9702,2025,June,4,3,7,c(ii),1,EQ = BQv,1,B
9702,2025,June,4,3,7,c(ii),2,v = E / B,1,A
9702,2025,June,4,3,8,a,1,wavelength associated with a moving particle,1,B
9702,2025,June,4,3,8,b,1,λ = h / p,1,C
9702,2025,June,4,3,8,b,2,= (6.63 × 10^–34) / (9.11 × 10^–31 × 4.9 × 10^7) = 1.5 × 10^–11 m,1,A
9702,2025,June,4,3,8,c,1,similarity: same mass or same magnitude of charge or both leptons,1,B
9702,2025,June,4,3,8,c,2,"difference: electron has negative charge, positron has positive charge or positron is anti-particle of electron",1,B
9702,2025,June,4,3,8,d(i),1,(pair) annihilation,1,B
9702,2025,June,4,3,8,d(ii),1,their mass gets converted into energy,1,B
9702,2025,June,4,3,8,d(ii),2,(their mass–energy) becomes the energy of the gamma photons,1,B
9702,2025,June,4,3,8,d(iii),1,they travel in opposite directions to conserve momentum,1,B
9702,2025,June,4,3,8,d(iv),1,kinetic energy = ½ × 9.11 × 10^–31 × (4.9 × 10^7)^2 = 1.1 × 10^–15 J,1,A
9702,2025,June,4,3,8,d(v),1,E = mc^2,1,C
9702,2025,June,4,3,8,d(v),2,E = hc / λ or E = hf and c = fλ,1,C
9702,2025,June,4,3,8,d(v),3,(1.1 × 10^–15) + (9.11 × 10^–31 × (3.00 × 10^8)^2) = (6.63 × 10^–34 × 3.00 × 10^8) / λ leading to λ = 2.39 × 10^–12 m,1,A
9702,2025,June,4,3,9,a,1,number of nuclear disintegrations per unit time,1,B
9702,2025,June,4,3,9,b,1,activity is proportional to the number of undecayed nuclei,1,B
9702,2025,June,4,3,9,b,2,activity = (–) rate of change of number of undecayed nuclei,1,B
9702,2025,June,4,3,9,b,3,N is proportional to the rate of change of N (so exponential variation),1,B
9702,2025,June,4,3,9,c(i),1,120 = 180 exp (– λ × 8.4),1,C
9702,2025,June,4,3,9,c(i),2,λ = 0.048 min^–1,1,A
9702,2025,June,4,3,9,c(ii),1,half-life = ln 2 / 0.048,1,C
9702,2025,June,4,3,9,c(ii),2,= 14 min,1,A
9702,2025,June,4,3,9,c(iii),1,"line with negative gradient throughout, starting at (0, 180)",1,B
9702,2025,June,4,3,9,c(iii),2,"curve with negative gradient passing through (8.4, 120)",1,B
9702,2025,June,4,3,9,c(iii),3,"curve with decreasing negative gradient, from t = 0 to t = 24 min, passing through (14, 90)",1,B
9702,2025,June,4,3,10,a,1,speed is (directly) proportional to distance,1,M
9702,2025,June,4,3,10,a,2,"speed is speed of recession of galaxy from an observer, and distance is the distance of the galaxy from the observer",1,A
9702,2025,June,4,3,10,b(i),1,galaxy is receding from the Earth,1,B
9702,2025,June,4,3,10,b(i),2,observed wavelength is redshifted from emitted wavelength,1,B
9702,2025,June,4,3,10,b(ii),1,∆λ / λ = v / c so (4.91 – 4.62) / 4.62 = v / (3.00 × 10^8),1,C
9702,2025,June,4,3,10,b(ii),2,v = 1.9 × 10^7 m s^–1,1,A
9702,2025,June,4,3,10,b(iii),1,wavelength (of maximum intensity) is inversely proportional to temperature (temperature is lower),1,B
9702,2025,June,1,1,1,NULL,1,NULL,1,B
9702,2025,June,1,1,2,NULL,1,NULL,1,B
9702,2025,June,1,1,3,NULL,1,NULL,1,B
9702,2025,June,1,1,4,NULL,1,NULL,1,B
9702,2025,June,1,1,5,NULL,1,NULL,1,B
9702,2025,June,1,1,6,NULL,1,NULL,1,B
9702,2025,June,1,1,7,NULL,1,NULL,1,B
9702,2025,June,1,1,8,NULL,1,NULL,1,B
9702,2025,June,1,1,9,NULL,1,NULL,1,B
9702,2025,June,1,1,10,NULL,1,NULL,1,B
9702,2025,June,1,1,11,NULL,1,NULL,1,B
9702,2025,June,1,1,12,NULL,1,NULL,1,B
9702,2025,June,1,1,13,NULL,1,NULL,1,B
9702,2025,June,1,1,14,NULL,1,NULL,1,B
9702,2025,June,1,1,15,NULL,1,NULL,1,B
9702,2025,June,1,1,16,NULL,1,NULL,1,B
9702,2025,June,1,1,17,NULL,1,NULL,1,B
9702,2025,June,1,1,18,NULL,1,NULL,1,B
9702,2025,June,1,1,19,NULL,1,NULL,1,B
9702,2025,June,1,1,20,NULL,1,NULL,1,B
9702,2025,June,1,1,21,NULL,1,NULL,1,B
9702,2025,June,1,1,22,NULL,1,NULL,1,B
9702,2025,June,1,1,23,NULL,1,NULL,1,B
9702,2025,June,1,1,24,NULL,1,NULL,1,B
9702,2025,June,1,1,25,NULL,1,NULL,1,B
9702,2025,June,1,1,26,NULL,1,NULL,1,B
9702,2025,June,1,1,27,NULL,1,NULL,1,B
9702,2025,June,1,1,28,NULL,1,NULL,1,B
9702,2025,June,1,1,29,NULL,1,NULL,1,B
9702,2025,June,1,1,30,NULL,1,NULL,1,B
9702,2025,June,1,1,31,NULL,1,NULL,1,B
9702,2025,June,1,1,32,NULL,1,NULL,1,B
9702,2025,June,1,1,33,NULL,1,NULL,1,B
9702,2025,June,1,1,34,NULL,1,NULL,1,B
9702,2025,June,1,1,35,NULL,1,NULL,1,B
9702,2025,June,1,1,36,NULL,1,NULL,1,B
9702,2025,June,1,1,37,NULL,1,NULL,1,B
9702,2025,June,1,1,38,NULL,1,NULL,1,B
9702,2025,June,1,1,39,NULL,1,NULL,1,B
9702,2025,June,1,1,40,NULL,1,NULL,1,B
9702,2025,June,2,1,1,a,1,rate of change of velocity,1,B
9702,2025,June,2,1,1,b(i),1,s = ut + 1/2at^2 and u = 0 or s = 1/2at^2 OR t = sqrt(2 x 14 / 9.81),1,C
9702,2025,June,2,1,1,b(i),1,t = 1.7 s,1,A
9702,2025,June,2,1,1,b(ii),1,u = (3.6 - 1/2 x 9.81 x 1.7^2) / 1.7,1,C
9702,2025,June,2,1,1,b(ii),1,u = (-) 6.2 m s^-1,1,A
9702,2025,June,2,1,1,c(i),1,Less time (as it reaches a lower height),1,B
9702,2025,June,2,1,1,c(i),1,(because) the initial vertical (component of the) velocity is smaller (than in part (b)),1,B
9702,2025,June,2,1,1,c(ii),1,The (total) initial energy is the same (as in part (b)),1,B
9702,2025,June,2,1,1,c(ii),1,"change in gravitational potential energy is same, so speed is the same",1,B
9702,2025,June,2,1,2,a,1,in (rotational) equilibrium,1,B
9702,2025,June,2,1,2,a,1,sum / total of clockwise moments about a point = sum / total of anticlockwise moments about the (same) point,1,B
9702,2025,June,2,1,2,b,1,80 x 9.81 x 3 or 60 x 9.81 x 3 or 45 x 9.81 x x,1,C
9702,2025,June,2,1,2,b,1,80 x 9.81 x 3 = (60 x 9.81 x 3) + (45 x 9.81 x x),1,C
9702,2025,June,2,1,2,b,1,x = 1.3 m,1,A
9702,2025,June,2,1,2,c(i),1,k = F / x ; x = 0.80 - 0.59 = 0.21 m,1,C
9702,2025,June,2,1,2,c(i),1,k = (60 x 9.81) / 0.21,1,C
9702,2025,June,2,1,2,c(i),1,= 2800 N m^-1,1,A
